title,description,cuisine,rating,ingredient_list,serving,prep_time,cook_time,total_time,source,steps,nutrients,recipe_url,image_url
Cowboy Rice Salad,"A Southwestern rice salad filled with bright zesty flavours and tossed with a lime dressing. Made with brown rice for extra flavour, and a hint of spice flavour in the dressing to drive home the SouthWestern flavours! Serves 8 - 10 as a side, 4 - 6 as a main. Recipe video below!",Western,4.98 from 45 votes,"['4 1/2 cups cooked brown rice', '1/3 cup lime juice , plus more to taste', '1/2 cup olive oil', '1 1/2 tbsp honey', '1/2 tsp chipotle powder (sub with smoked paprika + cayenne pepper)', '1/2 tsp cumin powder', '1/2 tsp garlic powder (or 1 garlic clove, minced)', '3/4 tsp salt', 'Black Pepper', '1 red capsicum/bell pepper , diced', '1 green capsicum/bell pepper , diced', '1 small red onion , chopped', '1 x 400g (14oz) corn kernels , drained', '1 x 400g (14oz) black beans , drained and rinsed', '3 tomatoes , watery seeds removed then diced', '1 cup coriander/cilantro leaves , roughly chopped (Note 2)']",-,20 minutes ,,20 minutes ,RecipeTinEats,"['Place Dressing ingredients in a jar, shake. Taste test, adjust to your taste.', 'Place Salad ingredients and rice in a bowl. Drizzle with dressing. Toss, then serve. Fantastic served straight away and even the next day!']",[],"https://www.recipetineats.com/cowboy-rice-salad/
",https://www.recipetineats.com/tachyon/2017/04/Cowboy-Rice-Salad-5.jpg
Easy Creamy Cheesy Potato Bake,"An easier, creamier alternative to Scalloped Potatoes / Potato Dauphinoise, this is made with cubes of potato that are cooked in the dish with the sauce. Far less effort than slicing potatoes thinly, making sauce separately then layering it all in a dish. Recipe video is below!",Western,4.96 from 45 votes,"['1.25kg/ 2.5lb potatoes (any, other than waxy potatoes, see Note 1)', '2/3 cup (160 ml) milk (full or low fat)', '3/4 cup (185 ml) thickened cream (heavy cream) (heavy cream)', '1/3 cup mayonnaise , preferably whole egg (or 1/4 cup cream) (Note 2)', '1 1/2 tsp fresh thyme leaves , plus more for garnish (or 1 tsp dried)', '2 large garlic cloves , minced', '3/4 tsp salt', 'Black pepper', '2 cups (200g) shredded cheese , for mixing (Note 3)', '1 cup (100g) shredded mozzarella cheese (or sub with another cheese, Note 3)']",-,10 minutes ,1 hour 25 minutes ,1 hour 35 minutes ,RecipeTinEats,"['Preheat oven to 180C/350F (all types).', 'Peel and cut the potatoes into 1 3/4 cm / 2/3"" cubes. Place in a large bowl.', 'Add all remaining ingredients except mozzarella. Mix.', 'Pour into a 3 litre / quart baking dish (mine is 22cm / 9"" square x 6 cm / 2.3"" high).', 'Cover with foil. Bake 60 minutes, or until potatoes are tender.', 'Remove foil, sprinkle over mozzarella cheese. Bake for 25 minutes or until cheese is golden.', 'Rest for 5 - 10 minutes before serving, garnished with extra theme leaves if desired.']",[],"https://www.recipetineats.com/easy-creamy-cheesy-potato-bake/
",https://www.recipetineats.com/tachyon/2017/04/Creamy-Cheesy-Potato-Bake-3.jpg
Cured Salmon Gravlax (it's so easy!),"Homemade Gravlax is so much cheaper and it tastes BETTER than store bought because store bought is usually too salty and you can never get that real fresh dill flavour. It's so crazy easy to make, this is going to blow your mind! The key to nailing gravlax is: cure time, salt type and sugar vs salt ratio. More food-nerd info in the notes - including how to make this with smaller fillets (don't just use the servings scaler function please!) Recipe video below.",-,4.98 from 68 votes,"['1 tbsp white peppercorns (whole) (Note 1)', '1 cup fresh dill, roughly chopped (1 big bunch)', '250g / 8 oz rock salt (Note 2)', '250g / 8 oz white sugar (Note 3)', '1 kg / 2 lb salmon, sashimi-grade, bones removed and skin on (Note 4)', '1/2 cup / 125 ml heavy / thickened cream', '1/3 cup Dijon Mustard (or hot mustard if you want a kick)', '2 tsp Mustard Powder', 'Salt and pepper', 'Rye bread slices or other bread/crackers (Note 5)', 'Lemon wedges', '1/4 cup fresh dill, roughly chopped (for garnish)']",-,10 minutes ,,,RecipeTinEats,"['Mix ingredients, making sure to season with salt and pepper. It should taste like a creamy mustard - a touch of tartness, but mostly to add moisture to the dish. You can add lemon juice and/or zest if you wish - I like to serve with wedges so people can adjust to their taste.']",[],"https://www.recipetineats.com/cured-salmon-gravlax/
",https://www.recipetineats.com/tachyon/2017/04/Salmon-Gravlax-7.jpg
SOFT NO KNEAD Dinner Rolls,"Recipe video above. These soft dinner rolls are like magic! Just mix the ingredients in a bowl – no kneading, no stand mixer, no special ingredients required. These are soft, fluffy and moist, nicely salted with a touch of sweet. This requires 2 hrs 15 minutes+ rise time. ",Western,4.97 from 490 votes,"['1 tbsp dry yeast (Note 1)', '1/4 cup caster/superfine sugar , or sub with normal white sugar', '1/2 cup warm water (Note 2)', '4 cups bread flour + extra for dusting (Note 3)', '1 1/2 tsp salt , cooking/kosher salt', '1 cup milk, lukewarm, whole or low fat, (Note 2)', '50g / 3 1/2 tbsp unsalted butter , melted and cooled', '2 eggs , at room temperature, beaten with fork', '1 tbsp butter , melted']",-,10 minutes ,15 minutes ,25 minutes ,RecipeTinEats,"['Spray surface of rolls (or cling wrap) with oil (any), then place cling wrap over the tray.', 'Return tray to warm place and leave for 30 – 45 min, until the dough has risen by about 75% (less than double in size).', 'Partway through Rise #2, preheat oven to 200C/390F (standard) or 180C/350F (fan/convection).', 'Bake for 15 – 18 minutes, or until the surface is a golden brown and the roll in the centre sounds hollow when tapped. The surface colour is the best test for this recipe.', 'Remove rolls from oven. Brush with melted butter.', 'Use overhang to lift rolls onto a cooling rack. Allow to cool to warm before serving.']",[],"https://www.recipetineats.com/soft-no-knead-dinner-rolls/
",https://www.recipetineats.com/tachyon/2017/04/No-Knead-Bread-Rolls_5.jpg
Custard (aka Creme Anglaise),"A beautiful, classic pouring custard recipe, made the proper way with just egg as a thickener – no cornflour. Also known as Creme Anglaise. This recipe makes 1 1/3 cups of Custard which is enough for 4 – 5 servings. It’s quite rich so a little goes a long way! Recipe video below. Picture with the ever popular Easy Moist Apple Cake.",-,4.87 from 30 votes,"['1 vanilla bean (Note 1)', '1 cup / 250ml heavy / thickened cream (Note 2)', '1/4 cup / 65 ml milk (whole or reduced fat, not zero fat)', '3 egg yolks', '1/4 cup / 50g white sugar, preferably caster / superfine']",-,5 minutes ,15 minutes ,20 minutes ,RecipeTinEats,"['Using a small knife, cut a slit down the length of the vanilla bean then scrape out seeds (see video).', 'Place cream, milk and vanilla seeds + vanilla bean into a small saucepan over medium heat. When it just comes to simmer, remove and cool for 5 minutes.', 'Meanwhile, place yolks and sugar in a bowl. Whisk for 2 minutes until it becomes a bit pale.', 'Remove vanilla pod from milk and discard.', 'While whisking, SLOWLY pour milk into the eggs. Then pour it back into the saucepan.', 'Return to low heat (can use medium low if on electric). Whisk regularly for first 3 minutes, then pretty much constantly for the next 5 minutes, or until the custard coats the back of a spoon. You should be able to draw a path (see video).', 'Remove from heat.', 'Optional: strain to make extra silky smooth.', 'Keeps for 3 days in the fridge. Custard will thicken slightly more as it cools to room temperature. Do not freeze. See note 3 for suggested uses.']",[],"https://www.recipetineats.com/custard-creme-anglaise/
",https://www.recipetineats.com/tachyon/2017/03/Custard-4.jpg
Greek Meatballs,"Juicy Greek Meatballs (Keftedes), beautifully flavoured with red onion, parsley, a hint of mint and dried oregano with a slightly crispy surface. See recipe video below.",Greek,5 from 63 votes,"['1 red onion, grated', '500g / 1 lb beef mince (ground beef) (or lamb!)', '200g / 6.5oz pork mince (ground pork), or more beef', '2 garlic cloves, minced', '1 cup / 60g panko breadcrumbs (or use normal)', '1 egg', '1/4 cup fresh parsley, finely chopped', ""6 large mint leaves, finely chopped (spearmint if you can, it's authentic)"", '1/2 tsp dried oregano', '1 tbsp extra virgin olive oil', '3/4 tsp salt', 'Black pepper', '1/2 cup flour any white', '3 tbsp olive oil', 'Finely chopped parsley optional, for garnish', 'Tzatziki (Note 5) or Greek yoghurt']",-,20 minutes ,12 minutes ,32 minutes ,RecipeTinEats,"['Grate the onion straight into a large bowl, then add remaining Meatball ingredients. Use your hands to mix well for a few minutes until the mixture is quite smooth and very well combined.', 'Optional: Refrigerate for 1 hour - makes them easier to roll + retains round shape when cooking.', 'Measure out heaped tablespoons and dollop onto a work surface - should make around 32 - 35. Then roll into balls.', 'Heat most of the oil in a large skillet over medium high heat (medium if you have a strong gas stove). Use enough oil to cover the surface of the skillet.', 'Cook in 2 to 3 batches: Dredge meatballs lightly in flour, shaking off excess, then place in the skillet. Roll them around and cook for 5 - 6 minutes, until nicely browned all over. Remove onto plate, cover to keep warm and repeat with remaining meatballs.', 'BAKING: Alternatively, spray generously with oil (preferably olive oil) then bake at 180C/350F for 20 minutes or until browned. The pan frying method is the traditional way and the meatballs are slightly juicier.', 'Serve as a starter as part of a mezze platter with pita bread and tzatziki, or make dinner plates by adding a salad like a Greek Salad!']",[],"https://www.recipetineats.com/greek-meatballs/
",https://www.recipetineats.com/tachyon/2017/03/Greek-Meatballs-6-hero.jpg
One Pot Chicken Alfredo Pasta,"Recipe video above. Pasta in a silky, creamy sauce with tender, juicy chicken, all made in ONE POT! (Well, pan:) ) ",-,4.97 from 82 votes,"['200 g / 7oz chicken breast, cut in half horizontally', 'Salt and pepper', '1 tbsp olive oil', '250 g / 8 oz fettuccine', '2 cups milk, any fat %', '1 1/2 cups chicken stock / broth', '1 large garlic clove, minced', '1/2 cup thickened / heavy cream (Note 1)', '3/4 cup freshly grated parmesan (Note 2)', 'Parsley, for garnish']",-,2 minutes ,13 minutes ,15 minutes ,RecipeTinEats,"['Sprinkle both sides of the chicken with salt and pepper.', 'Use a skillet large enough to fit the pasta.', 'Heat oil over medium high heat. Add chicken and cook for 2 minutes on each side until golden and cooked through. Remove onto plate and rest for 5 minutes, then slice while pasta is cooking.', 'Add milk, chicken broth and garlic. Bring to simmer then add pasta.', ""Move pasta around every 30 seconds or so until it is softened (around 3 minutes) so it doesn't stick. Once pasta is softened, reduce heat to medium and stir every couple of minutes."", 'At about 9 - 10 minutes, the pasta should be almost cooked but there should still be liquid covering the base of the skillet. Add cream and parmesan and mix. ', 'Simmer, stirring occasionally, for ~2 minutes, until sauce is thickened and pasta is cooked. If you cook it too long and the sauce goes gluggy, add a splash of hot tap water - will go back to silky with a few tosses.', 'Adjust salt and pepper to taste and serve immediately, garnished with freshly grated parmesan and parsley!']",[],"https://www.recipetineats.com/one-pot-chicken-alfredo-pasta/
",https://www.recipetineats.com/tachyon/2017/03/One-Pot-Chicken-Alfredo-2.jpg
Asian Steak,"An incredible Asian Steak recipe, with a simple yet stunning sauce inspired by the great Tetsuya, a highly regarded Japanese-Australian chef.  Make this with small pieces of high quality beef steak! See notes for my tips on FREEZING rice - so handy to have on standby for quick meals!",Asian,5 from 20 votes,"['2 beef tenderloin steaks, around 150g/5oz each (Note 1)', '1 tbsp vegetable oil (or other neutral cooking oil)', '1 tbsp soy sauce, all purpose (Note 2)', '2 tbsp Mirin (Note 3)', '3 tbsp cooking sake (Note 3)', '45g/3tbsp unsalted butter', '1 small garlic clove, minced', '1/2 tsp ginger, minced (can exclude)', '3 tsp shallots/scallions (green part) or chives, finely chopped']",-,5 minutes ,10 minutes ,15 minutes ,RecipeTinEats,"[""Take the steak out of the fridge 20 minutes prior to cooking (or 10 minutes if it's a stinking hot summer day)."", 'Combine soy sauce, Mirin and sake in a small bowl.', 'Heat oil in a skillet over medium high heat until smoking. Add steak and cook to your liking. Mine were 150g/5oz each and 3cm/1.25"" thick and I cooked it 3 minutes on the 1st side and 2 minutes on the second side for medium rare.', 'Transfer steak onto a plate and cover loosely with foil. Rest for 5 minutes.', 'Let the skillet cool down a bit then return to the stove over medium high heat. Add Sauce and bring to simmer, then add butter. When the butter melts and is incorporated into the sauce, immediately remove it from the stove.', 'Stir through garlic, ginger and 2 tsp of shallots (reserve rest for garnish), the sauce should be slightly thickened (if not, keep stirring, thickens more as it cools).', 'Place steak on plates and spoon over sauce. I served the steaks with finely shredded cabbage without dressing (very typical Japanese side) and white rice, plus some edamame on the side.']",[],"https://www.recipetineats.com/asian-steak/
",https://www.recipetineats.com/tachyon/2017/03/Asian-Steak-3.jpg
Beef Soba Noodle Bowl with Green Beans,A fusion Japanese soba noodle dish with an amazing dressing that matches perfectly with the juicy steak slices and for slurping up the soba noodles. Fantastic quick meal for hot summer nights!,Asian,4.98 from 36 votes,"['1 1/2 tbsp soy sauce, light or ordinary (Note 1)', '2 1/2 tbsp peanut oil', '3 tbsp rice vinegar (Note 2)', '1 tbsp mirin (Note 3)', '2 tsp brown sugar', '2 tsp ginger, minced', '1 clove garlic, minced', '200g/7 oz rump or sirloin beef steak, excess fat trimmed (Note 4)', '1 tsp vegetable oil', '6oz/180g soba (Note 5)', '6oz/200g green beans, trimmed', '1 scallion/shallot, finely sliced', '1 tbsp crispy Asian Shallots (Note 6)']",-,5 minutes ,10 minutes ,15 minutes ,RecipeTinEats,"[""Take the steak out of the fridge 30 minutes prior to cooking (or 15 minutes if it's a stinking hot summer day)."", 'Combine dressing ingredients in a jar and shake.', 'Heat the oil in a skillet over high heat until smoking, then cook the steak to your liking. I like mine medium rare - perfect for absorbing the flavours of the delicious dressing - so I cook this rump steak for 2 minutes on the first side and 1 minute 45 seconds on the second side. ', 'Transfer to a plate and loosely cover with foil. Rest for 5 minutes, then slice into fairly thin slices against the grain (i.e. find the direction of the fibres then cut at a 90 degree angle straight through them).', 'Meanwhile, bring a pot of water to boil. Cook the soba according to packet instructions (usually 5 minutes). For the last 1 minute of cooking, add the green beans.', 'Drain the noodles and beans and rinse under cold water to stop them from cooking further and to cool the noodles. Roughly separate beans from noodles.', 'To serve, divide the noodles between 2 bowls, top with the beans then the steak slices. Drizzle with the dressing (over the steak and noodles), then garnish with shallot slices and Crispy Asian Shallots.']",[],"https://www.recipetineats.com/beef-bean-soba/
",https://www.recipetineats.com/tachyon/2017/03/Beef-Bean-and-Soba-Bowls.jpg
Fresh Strawberry Bars,A buttery biscuit base topped with strawberry jam and fresh strawberries and a lovely crumble. Love how fast this is to put together - no mixers required! Makes 16 sensible or 9 large bars. {Recipe video below},-,4.85 from 19 votes,"['125 g / 1 stick unsalted butter, melted', '1½ cups/ 225 g plain flour (all purpose flour)', '1½ cups / 135 g rolled oats (traditional oats, not quick, instant or steel cut)', '½ cup / 110 g brown sugar', '½ tsp baking powder', 'Pinch of salt', '1 egg', '2/3 cup strawberry jam', '2 cups chopped strawberries (about 375g)', '2 tbsp white sugar', '2 tsp cornflour / cornstarch']",-,15 minutes ,35 minutes ,50 minutes ,RecipeTinEats,"['Preheat oven to 180C/350 (fan forced). (Note 1)', 'Spray a 20cm/9"" square tin with oil and line with baking/parchment paper with overhang (so it can be lifted out once cooked).', 'Mix together flour, oats, sugar, baking powder and salt. Add butter and egg then mix.', 'Measure out 1 cup of the mixture (for topping) and set aside. Place remaining mixture in the tin and press into base. ', ""Mix together Strawberries, sugar and cornflour in a bowl (don't do this in advance because sugar will make strawberries sweat = runny filling)."", 'Spread base with jam (Note 2), then scatter over strawberries. Use your hands to crumble the remaining mixture over the top (Note 3).', ""Bake for 35 - 40 minutes or until the top is deep golden. Remove and allow to cool for 10 minutes in the tin before lifting out of the tin using the baking paper. It will sag - don't worry, it will set."", ""Cut into squares. Serve at room temperature. Store in airtight container (in fridge if it's very hot where you are).""]",[],"https://www.recipetineats.com/fresh-strawberry-bars/
",https://www.recipetineats.com/tachyon/2017/03/Strawberry-Bars-6.jpg
Easy Cinnamon Bread,"Recipe video above. Easy to make, this easy Cinnamon Swirl Quick Bread is made without yeast! It's super moist - and stays moist for days afterwards - it tastes buttery and you get gorgeous pockets of sweet sticky cinnamon sugar! ",-,4.86 from 54 votes,"['2 1/2 cups / 375g plain flour (all purpose flour)', '1 cup / 220g white sugar', '1 1/2 tsp baking powder', '1 tsp baking soda', '3 eggs', '1/2 cup / 125 ml vegetable oil', '1 1/3 cups / 290g sour cream (Note 1)', '2 tsp vanilla extract', '60g / 4 tbsp unsalted butter, melted', '1 1/2 tbsp cinnamon powder', '3/4 cup / 165 g brown sugar, packed']",-,15 minutes ,1 hour 10 minutes ,1 hour 25 minutes ,RecipeTinEats,"['Preheat oven to 180C/350F (all oven types).', 'Grease a loaf tin approximately 21 x 11 cm / 8"" x 4"" and line with baking paper, leaving overhang (see video).', 'Place Dry Ingredients in a bowl and whisk to combine.', 'Place Wet Ingredients in a separate bowl and whisk until combined.', 'Place Cinnamon Sugar ingredients in a bowl and mix to combine (it should be like a slurry, see video).', 'Make a well in the Dry Ingredients bowl. Pour in Wet Ingredients, then mix 12 - 15 times until just combined (few lumps ok, see video).', 'Spoon about 1/4 of the batter into the tin (about 1.5cm / 3/5"" deep) and smooth surface.', 'Dollop about 1/3 of the Cinnamon Sugar over the batter.', 'Top with half the remaining batter. Dollop the remaining Cinnamon Sugar over the batter. Drag a butter knife back and forth (lengthwise and cross wisto make the swirls. Top with remaining batter - dollop it on, the more the Cinnamon Sugar is moved about, the more swirls!', 'Bake uncovered for 45 minutes. Then remove and cover with foil, and bake for a further 20 minutes or until a skewer inserted into the middle comes out clean.', ""Stand in the tin for 5 minutes before lifting it out onto a cooling rack. Allow to cool before slicing (can still be warm but don't slice while hot, may crumble). Moist and flavoursome enough to eat plain but a little extra butter doesn't hurt!""]",[],"https://www.recipetineats.com/easy-cinnamon-swirl-quick-bread/
",https://www.recipetineats.com/tachyon/2017/03/Cinnamon-Swirl-Quick-Bread-hero.jpg
Chinese Cashew Chicken MEATBALLS!,Everything you know and love about Chinese Cashew Chicken - made with meatballs! Recipe video below.,Chinese,4.96 from 21 votes,"['1/4 cup soy sauce, ordinary or light (Note 1)', '1/4 cup Chinese cooking wine (shaoshing wine, or sub with dry sherry) (Note 4)', '1/4 cup Oyster sauce', '2 tsp sesame oil', '1 tbsp cornflour / cornstarch', '500g/1lb chicken mince (ground chicken)', '2 cloves garlic, minced', '1 egg, small (Note 2)', '3/4 cup panko breadcrumbs', '1/2 tsp salt', '1/4 tsp white pepper (or sub with black)', '2 tbsp peanut oil (or vegetable or canola)', '1 clove garlic, minced', '1 small onion, sliced', '1 green capsicum / bell pepper, chopped into 1.75cm / 2/3""', '3/4 cup water', '1 cup cashews, unsalted']",-,20 minutes ,15 minutes ,35 minutes ,RecipeTinEats,"['Place Sauce Part 1 ingredients in a jar and shake well. Place 2 tsp Sauce into a large bowl that you will be making the Meatballs in. Then add the cornflour into the Sauce jar and shake. Set Sauce aside.', 'Add remaining Meatballs ingredients into the bowl. Mix until just combined.', 'Measure out a heaped tablespoon of mixture and dollop onto a work surface. Then roll into balls (see Note 2 if mixture is too loose / sticky to form into balls).', 'Heat oil in a skillet over medium high heat. Add meatballs and cook, browning as best you can all over, or at least on both sides. Once browned all over (about 4 minutes), carefully transfer onto a plate. They will still be a bit raw inside.', 'Return skillet to the stove, still on medium high. Add onion and garlic, cook for 1 minute. Add capsicum and cook for 1 minute. Add Sauce and water and quickly mix - it will simmer quickly.', 'Transfer meatballs (and juices on the plate) into the Sauce. Turn heat down to medium and simmer, stirring occasionally, for 3 - 4 minutes, or until the Sauce reduces and thickens (by which time the meatballs will be cooked).', 'Stir through cashews, serve over rice!']",[],"https://www.recipetineats.com/cashew-chicken-meatballs-recipe/
",https://www.recipetineats.com/tachyon/2017/02/Cashew-Chicken-Meatballs.jpg
Pan Fried Gnocchi with Pumpkin & Spinach,"{See video below} Soft fluffy gnocchi, pan fried in butter to create a beautiful golden crust then tossed with roasted pumpkin & spinach in a butter sauce. I use pumpkin to fill out this recipe because it has far less calories than gnocchi for the same weight and it adds a gorgeous flavour to this dish!",-,4.93 from 27 votes,"['500g/1lb pumpkin, cut into 2cm / 4/5"" pieces', '1 tbsp olive oil', '350g/12oz gnocchi, store bought (Note 1)', '45g / 3 tbsp butter, salted (unsalted also ok, just add more salt)', '1 garlic clove (large), minced', '80g / 2.5oz baby spinach leaves', '1/2 tsp fresh sage, finely sliced', 'Salt & pepper', 'Parmesan cheese, freshly grated']",-,15 minutes ,20 minutes ,35 minutes ,RecipeTinEats,"['Preheat oven to 200C/390F. Place pumpkin in a large bowl, drizzle with oil, sprinkle with salt and pepper. Toss to coat, spread out on tray and bake for 20 - 25 minutes, turning once, until golden and soft inside. Set aside.', 'Bring a large pot of water to the boil, add a good pinch of salt. Cook gnocchi according to packet directions, or until gnocchi pops to the surface of the water (see video). SCOOP OUT a large mug of cooking water, then drain gnocchi.', 'Place butter in a skillet then put on the stove over medium high heat. Once it foams, add gnocchi immediately. Stir, turn up the heat to high, then leave to cook for about 30 seconds. ', 'Add garlic and sage, then stir / toss for no longer than 1 1/2 minutes (i.e. 2 minutes in total - see note 2) until gnocchi is golden on both sides.', 'Add about 3/4 cup of gnocchi cooking water and toss - the water will evaporate quickly and transform into a sauce.', 'Then add the pumpkin, spinach and about 1/4 cup of cooking water. Stir quickly , then season with salt and pepper. Toss then serve immediately with freshly grated parmesan.']",[],"https://www.recipetineats.com/pan-fried-gnocchi-with-pumpkin-spinach/
",https://www.recipetineats.com/tachyon/2017/02/Gnocchi-with-Roasted-Pumpkin-Spinach.jpg
Sticky Chicken Drumsticks in Chinese Plum Sauce,"A fantastic one for midweek and a crowd pleaser! These sticky chicken drumsticks are baked in the oven until tender, and basted with an incredible Chinese plum sauce which is sweet with a touch of tang and the beautiful fragrance of plum. See notes for skipping the marinating time!",Asian-esque,4.98 from 40 votes,"['1.2kg / 2.4lb large chicken drumsticks (8 drumsticks)', '3/4 cup / 185ml Fountain Plum Sauce (Note 1)', '1/3 cup brown sugar (can reduce to 1/4 cup)', '1/4 cup soy sauce (all purpose or light, not dark soy sauce)', '2 tbsp Hoisin Sauce', '2 cloves garlic, minced', '1/2 tsp ginger, minced', '1/2 tsp Chinese Five Spice Powder (Note 2)', 'Sesame seeds', 'Finely chopped scallions']",-,5 minutes ,50 minutes ,55 minutes ,RecipeTinEats,"['Bake chicken for 20 minutes.', 'Remove from oven. Spoon / slather / brush with reserve marinade (generously!) (Note 4). Bake for 10 minutes.', 'Remove from oven and TURN chicken. Baste again using tray juices and reserved marinade. Bake for 10 minutes.', 'Remove from oven and baste again (very generously!) using tray juices and reserved marinade. Bake for 10 minutes.', ""Remove chicken from oven and scrape/brush tray juices onto chicken (don't waste free flavour!)."", 'Sprinkle with sesame seeds and shallots/scallions if using. I served it with rice and steamed broccolini.']",[],"https://www.recipetineats.com/sticky-chicken-drumsticks-in-chinese-plum-sauce/
",https://www.recipetineats.com/tachyon/2017/02/Sticky-Baked-Chicken-Drumsticks-in-Plum-Sauce-4.jpg
Salami Cream Cheese Roll,"A great appetiser to make for a crowd - no fiddly assembly, make ahead and easy to transport. Cream cheese and salty salami is a stellar combination. Add whatever you want into the filling - capers add a nice tang to an otherwise rich filling.",-,4.86 from 21 votes,"['250 g / 8 oz cream cheese (I use Philadelphia, 1 block)', '180 g/ 6 oz sliced large salami (Note 1)', '1/4 cup baby capers , drained', '2 tbsp finely chopped parsley or basil (or other herb of choice, or omit)', 'Crackers , to serve (I use Jatz)']",25 pieces,10 minutes ,,10 minutes ,RecipeTinEats,"['Place the cold cream cheese on a large piece of cling wrap.', 'Cover with another piece of cling wrap.', 'Use a rolling pin to roll it into a rectangle about 32cm / 13"" x 23 cm / 9"". (Note 2)', 'Peel off the cling wrap. Cover with salami, slightly overlapping.', 'Cover salami with a new piece of cling wrap. Press down then turn over so the cream cheese side is up.', 'Peel cling wrap off to expose cream cheese. Sprinkle with capers and parsley.', 'Starting from the long edge, roll up, removing cling wrap as you go (see video below). Roll firmly to avoid air bubbles.', 'Once rolled, wrap with the same cling wrap, twist the ends and refrigerate for 4 hours+.', 'Unwrap from cling wrap. Slice into rounds. Serve with crackers.']",[],"https://www.recipetineats.com/salami-cream-cheese-roll-ups/
",https://www.recipetineats.com/tachyon/2017/02/Salami-Rolls-17.jpg
-,-,-,-,[],-,,,,RecipeTinEats,-,-,"https://www.recipetineats.com/fridge-forage-30-recipes-from-the-pantry/
",https://www.recipetineats.com/tachyon/2017/02/Fridge-forage-1.jpg
Chinese Satay Chicken Stir Fry,"{Video below} My homemade copycat of the Chinese takeout favourite - chicken satay stir fry! The coconut and peanut flavour is not as intense as Malaysian and Thai satay sauce, and the satay seasoning flavour is stronger. The chicken is tenderised the way Chinese restaurants do - perfect to make breast nice and juicy. This step is optional, but I think it's worth it for a true Chinese restaurant experience! MARINATING TIME: 20 minutes for tenderising, 10 minutes for seasoning, both optional.",Chinese,4.97 from 99 votes,"['8 oz / 250g chicken breast', '3/4 tsp baking soda (bi carb soda) (optional)', '1/2 tsp coriander powder', '1/2 tsp cumin powder', '1/4 tsp turmeric powder', '1/4 tsp chilli powder (Not US Chilli powder! See Note 1)', '1 1/2 tsp Curry Powder (Note 2)', '1/2 tsp salt', '1/4 tsp white pepper', '1 1/2 tbsp smooth peanut butter', '2 tsp brown sugar', '1 tsp light soy sauce (Note 3)', '2 tsp rice vinegar', '2 tsp Sriracha (or other hot sauce)', '1/2 tsp lemongrass paste (Note 4)', '1/3 cup coconut milk (full fat)', '1/4 cup water', '1 tbsp peanut oil (or other plain oil)', '1 onion , finely chopped', '2 garlic cloves , minced', 'Shallots/scallions , sliced (optional garnish)']",-,15 minutes ,5 minutes ,20 minutes ,RecipeTinEats,"['Heat oil in wok or skillet over high heat. Add onion and garlic, stir fry for 1 minute.', 'Add chicken and stir fry for 2 minutes until just cooked through and a bit browned.', 'Lower heat slightly, then add Sauce. Stir fry until it reduce down and becomes thicker - 1 to 1 1/2 minutes.', 'Serve immediately with rice - or for a low carb, low cal option, try Cauliflower Rice! Garnish with sliced shallots/scallions if desired.']",[],"https://www.recipetineats.com/chinese-satay-chicken-stir-fry/
",https://www.recipetineats.com/tachyon/2017/02/Chicken-in-Satay-Sauce-3.jpg
Homemade Mango Ice Cream Recipe,"{Video below} A magic way to make a creamy scoopable ice cream without an ice cream maker! It's truly creamy and scoopable like ice cream you buy in tubs. Store bought is simply no comparison because you just cannot buy a real mango flavoured ice cream at the shops. It just doesn't exist! Note: I wasn't able to make this with an extremely intense mango flavour because the more mango that is added, the less creamy it gets. So getting the best mango flavour into the ice cream is dependent on using juicy ripe mangoes with good mango flavour! See Note 1. Also see notes for how to make this with other flavours. 🙂",-,4.90 from 91 votes,"['2 large mangoes , ripe and juicy - to make 2 cups puree (Note 1)', '395 g / 14 oz sweetened condensed milk (1 can)', '2 cups thickened cream / heavy cream / whipping cream , cold', '1/8 tsp yellow liquid food colouring (optional) (Note 5)']",-,15 minutes ,10 minutes ,25 minutes ,RecipeTinEats,"['Combine cooled mango and condensed milk in a bowl. Add food colouring if using. Whisk until combined.', 'Beat cream with a hand held beater or stand mixer until stiff peaks form (see video).', 'Take a scoop of cream and put it in the mango mixture. Fold through until mostly combined - lumps is fine (this is just to lighten it up a bit).', 'Then pour the mango mixture into the cream. Fold through (see video) rather than mixing vigorously like you would cake batter, until lump free. This will take a few minutes.', 'Pour into a container (preferably with a lid). I recommend glass, if you can, or other non reactive container.', 'Place a piece of baking / parchment paper on the surface. Then place lid on or using cling wrap.', 'Freeze for 12+ hours.', 'Remove parchment paper. Stand for 5 minutes to soften slightly, then scoop and serve!', 'If frozen for 24 hours or longer, it will need a couple of extra minutes to soften to a scoop able consistency.']",[],"https://www.recipetineats.com/homemade-mango-ice-cream-recipe/
",https://www.recipetineats.com/tachyon/2017/02/Mango-Ice-Cream-8.jpg
